Source,Target,Weight,Type
Louisiana–Monroe,Baylor,1,Directed
Louisiana–Monroe,Clemson,1,Directed
Louisiana–Monroe,Florida State,1,Directed
Louisiana–Monroe,Georgia State,1,Directed
Louisiana–Monroe,Hawaii,1,Directed
Louisiana–Monroe,Kansas State,1,Directed
Louisiana–Monroe,Middle Tennessee,1,Directed
Louisiana–Monroe,New Mexico,1,Directed
Louisiana–Monroe,UCF,1,Directed
Louisiana Tech, Boise State,1,Directed
Louisiana Tech, Hawaii,1,Directed
Louisiana Tech, Nevada,1,Directed
Louisiana Tech,Arkansas,1,Directed
Louisiana Tech,California,1,Directed
Louisiana Tech,Florida Atlantic,1,Directed
Louisiana Tech,Hawai<U+BB>i,1,Directed
Louisiana Tech,Houston,1,Directed
Louisiana Tech,Idaho,1,Directed
Louisiana Tech,Marshall,1,Directed
Louisiana Tech,Middle Tennessee,1,Directed
Louisiana Tech,Mississippi State,1,Directed
Louisiana Tech,Navy,1,Directed
Louisiana Tech,NC State,1,Directed
Louisiana Tech,Nebraska,1,Directed
Louisiana Tech,Northwestern State,1,Directed
Louisiana Tech,Oklahoma,1,Directed
Louisiana Tech,Ole Miss,1,Directed
Louisiana Tech,Rice,1,Directed
Louisiana Tech,Stephen F. Austin,1,Directed
Louisiana Tech,Tulane,1,Directed
Louisiana Tech,Tulsa,1,Directed
Louisiana Tech,UAB,1,Directed
Louisiana Tech,UCF,1,Directed
Louisiana Tech,Utah State,1,Directed
Louisiana Tech,UTEP,1,Directed
Louisville,Oregon State,1,Directed
Louisville,Rutgers,1,Directed
Louisville,Virginia,1,Directed
LSU,Arkansas,1,Directed
Maine,Nebraska,1,Directed
Maine,Toledo,1,Directed
Marshall, Louisville,1,Directed
Marshall, Virginia Tech,1,Directed
Marshall,Akron,1,Directed
Marshall,Central Florida,1,Directed
Marshall,Charlotte,1,Directed
Marshall,Cincinnati,1,Directed
Marshall,Miami (OH),1,Directed
Marshall,Michigan State,1,Directed
Marshall,New Hampshire,1,Directed
Marshall,SMU,1,Directed
Marshall,Southern Mississippi,1,Directed
Marshall,Troy,1,Directed
Marshall,Western Kentucky,1,Directed
Marshall,Western Michigan,1,Directed
Marshall,Wisconsin,1,Directed
Maryland,California,1,Directed
Maryland,Middle Tennessee,1,Directed
Maryland,Nebraska,1,Directed
Maryland,Rutgers,1,Directed
Massachusetts,Ball State,1,Directed
Massachusetts,Buffalo,1,Directed
Massachusetts,Colorado,1,Directed
Massachusetts,Miami (OH),1,Directed
Massachusetts,NC State,1,Directed
Massachusetts,Northern Illinois,1,Directed
Massachusetts,Penn State,1,Directed
Massachusetts,Toledo,1,Directed
Massachusetts,Wisconsin,1,Directed
McNeese State,Kansas State,1,Directed
McNeese State,Missouri,1,Directed
McNeese State,Nebraska,1,Directed
McNeese State,Southern Miss,1,Directed
McNeese State,Texas A&M,1,Directed
McNeese State,Toledo,1,Directed
Memphis, Louisville,1,Directed
Memphis, Mississippi State,1,Directed
Memphis, Ole Miss,1,Directed
Memphis, Tennessee,1,Directed
Memphis, UCF,1,Directed
Memphis,Central Florida,1,Directed
Memphis,Duke,1,Directed
Memphis,Iowa State,1,Directed
Memphis,Missouri,1,Directed
Memphis,Navy,1,Directed
Memphis,Rice,1,Directed
Memphis,Temple,1,Directed
Memphis,Tennessee–Martin,1,Directed
Memphis,UCLA,1,Directed
Memphis,UTEP,1,Directed
Mercer,Alabama,1,Directed
Mercer,Georgia Tech,1,Directed
Mercer,Memphis,1,Directed
Miami,Boston College,1,Directed
Miami,Georgia Tech,1,Directed
Miami,NC State,1,Directed
Miami (FL),Kansas State,1,Directed
Miami (FL),Nebraska,1,Directed
Miami (FL),Notre Dame,1,Directed
Miami (FL),Oklahoma,1,Directed
Miami (FL),Virginia,1,Directed
Miami (OH), Ball State,1,Directed
Miami (OH),Central Florida,1,Directed
Miami (OH),Colorado,1,Directed
Miami (OH),Eastern Illinois,1,Directed
Miami (OH),Eastern Kentucky,1,Directed
Miami (OH),Eastern Michigan,1,Directed
Miami (OH),Hawaii,1,Directed
Miami (OH),Illinois,1,Directed
Miami (OH),Iowa,1,Directed
Miami (OH),Notre Dame,1,Directed
Miami (OH),Syracuse,1,Directed
Miami (OH),Temple,1,Directed
Miami (OH),Vanderbilt,1,Directed
Miami (OH),Western Kentucky,1,Directed
Miami (OH),Wisconsin,1,Directed
Miami (OH),WKU,1,Directed
Miami(OH),Northern Illinois,1,Directed
Michigan,Illinois,1,Directed
Michigan,Michigan State,1,Directed
Michigan,Rutgers,1,Directed
Michigan,Wisconsin,1,Directed
Michigan State, Iowa,1,Directed
Michigan State, Nebraska,1,Directed
Michigan State, Wisconsin,1,Directed
Michigan State,BYU,1,Directed
Michigan State,Hawaii,1,Directed
Michigan State,Iowa,1,Directed
Michigan State,Louisiana Tech,1,Directed
Michigan State,Michigan,1,Directed
Michigan State,Nebraska,1,Directed
Michigan State,Ohio State,1,Directed
Michigan State,Rutgers,1,Directed
Middle Tennessee,East Carolina,1,Directed
Middle Tennessee,Florida International,1,Directed
Middle Tennessee,Hawaii,1,Directed
Middle Tennessee,Louisiana,1,Directed
Middle Tennessee,Louisiana-Lafayette,1,Directed
Middle Tennessee,Louisiana–Lafayette,1,Directed
Middle Tennessee,Louisiana–Monroe,1,Directed
Middle Tennessee,Louisiana Tech,1,Directed
Middle Tennessee,McNeese State,1,Directed
Middle Tennessee,Minnesota,1,Directed
Middle Tennessee,Mississippi State,1,Directed
Middle Tennessee,Missouri,1,Directed
Middle Tennessee,NC State,1,Directed
Middle Tennessee,Oklahoma,1,Directed
Middle Tennessee,Southeast Missouri State,1,Directed
Middle Tennessee,UAB,1,Directed
Middle Tennessee,UTEP,1,Directed
Middle Tennessee,UTSA,1,Directed
Middle Tennessee,Virginia,1,Directed
Middle Tennessee,Western Kentucky,1,Directed
Middle Tennessee State,Clemson,1,Directed
Milford Academy,South Alabama,1,Directed
Minnesota,California,1,Directed
Minnesota,Indiana,1,Directed
Minnesota,Toledo,1,Directed
Minnesota,USC,1,Directed
Mississippi State,BYU,1,Directed
Mississippi State,Georgia Tech,1,Directed
Mississippi State,Louisiana Tech,1,Directed
Mississippi State,Texas A&M,1,Directed
Mississippi State,West Virginia,1,Directed
Mississippi Valley State,Arkansas State,1,Directed
Mississippi Valley State,Louisiana Tech,1,Directed
Mississippi Valley State,New Mexico,1,Directed
Mississippi Valley State,South Alabama,1,Directed
Missouri, Alabama,1,Directed
Missouri, Auburn,1,Directed
Missouri, Colorado,1,Directed
Missouri, Florida,1,Directed
Missouri, Kentucky,1,Directed
Missouri, Mississippi State,1,Directed
Missouri, South Carolina,1,Directed
Missouri,Alabama,1,Directed
Missouri,Bowling Green,1,Directed
Missouri,Clemson,1,Directed
Missouri,Kentucky,1,Directed
Missouri,Middle Tennessee,1,Directed
Missouri,New Mexico,1,Directed
Missouri,Oklahoma,1,Directed
Missouri,Purdue,1,Directed
Missouri,South Carolina,1,Directed
Missouri,Syracuse,1,Directed
Missouri,Tennessee,1,Directed
Missouri,Texas A&M,1,Directed
Missouri,Vanderbilt,1,Directed
Missouri,West Virginia,1,Directed
Missouri S&T,South Alabama,1,Directed
Missouri State,Arkansas State,1,Directed
Missouri State,Memphis,1,Directed
Missouri State,Missouri,1,Directed
Monmouth,Kent State,1,Directed
Montana,Washington,1,Directed
Montana State,Kansas State,1,Directed
Montana State,Michigan State,1,Directed
Montana State,Texas A&M,1,Directed
Morgan State,Buffalo,1,Directed
Morgan State,Marshall,1,Directed
Morgan State,Western Kentucky,1,Directed
Murray State,Florida State,1,Directed
Murray State,Illinois,1,Directed
Murray State,Indiana,1,Directed
Murray State,Kent State,1,Directed
Murray State,Memphis,1,Directed
Murray State,NC State,1,Directed
Murray State,Northern Illinois,1,Directed
Murray State,Western Kentucky,1,Directed
Navy,Ball State,1,Directed
Navy,Georgia Tech,1,Directed
Navy,Hawaii,1,Directed
Navy,Penn State,1,Directed
Navy,SMU,1,Directed
Navy,UCF,1,Directed
Navy,Western Kentucky,1,Directed
NC State, Clemson†,1,Directed
NC State, Maryland,1,Directed
NC State, Miami (FL),1,Directed
NC State, North Carolina,1,Directed
NC State, Ohio State,1,Directed
NC State, South Florida,1,Directed
NC State, Virginia Tech,1,Directed
NC State,Akron,1,Directed
NC State,Duke,1,Directed
NC State,East Carolina,1,Directed
NC State,ECU,1,Directed
NC State,Miami (FL),1,Directed
NC State,North Carolina,1,Directed
NC State,South Carolina,1,Directed
NC State,Southern Miss,1,Directed
NC State,Syracuse,1,Directed
NC State,UCF,1,Directed
NC State,Virginia Tech,1,Directed
Nebraska, Colorado,1,Directed
Nebraska, Iowa,1,Directed
Nebraska, Michigan State,1,Directed
Nebraska, Missouri,1,Directed
Nebraska, Ohio State,1,Directed
Nebraska, Texas Tech,1,Directed
Nebraska, UCLA,1,Directed
Nebraska, USC,1,Directed
Nebraska, Wisconsin,1,Directed
Nebraska,BYU,1,Directed
Nebraska,Colorado,1,Directed
Nebraska,Illinois,1,Directed
Nebraska,Kansas,1,Directed
Nebraska,Minnesota,1,Directed
Nebraska,Missouri,1,Directed
Nebraska,Northern Illinois,1,Directed
Nebraska,Oklahoma State,1,Directed
Nebraska,Penn State,1,Directed
Nebraska,Purdue,1,Directed
Nebraska,Southern Miss,1,Directed
Nebraska,Texas,1,Directed
Nebraska,Texas A&M,1,Directed
Nebraska,Texas Tech,1,Directed
Nebraska,Troy,1,Directed
Nebraska,Virginia Tech,1,Directed
Nevada, Arizona,1,Directed
Nevada, Colorado State,1,Directed
Nevada, Texas Tech,1,Directed
Nevada,Air Force,1,Directed
Nevada,Arizona,1,Directed
Nevada,Colorado State,1,Directed
Nevada,Florida State,1,Directed
Nevada,Idaho State,1,Directed
Nevada,Nebraska,1,Directed
Nevada,New Mexico State,1,Directed
Nevada,Northwestern,1,Directed
Nevada,South Florida,1,Directed
Nevada,Texas A&M,1,Directed
Nevada,UCLA,1,Directed
Nevada,UNLV,1,Directed
Nevada,Washington State,1,Directed
Nevada,Wyoming,1,Directed
New Hampshire,Colorado,1,Directed
New Hampshire,Kent State,1,Directed
New Hampshire,UMass,1,Directed
New Haven,UMass,1,Directed
New Mexico, (FCS) Sam Houston State,1,Directed
New Mexico, Arizona State,1,Directed
New Mexico, BYU,1,Directed
New Mexico, TCU,1,Directed
New Mexico,Arizona,1,Directed
New Mexico,Arkansas,1,Directed
New Mexico,Baylor,1,Directed
New Mexico,Missouri,1,Directed
New Mexico,NC State,1,Directed
New Mexico,Nevada,1,Directed
New Mexico,Portland State,1,Directed
New Mexico,Rutgers,1,Directed
New Mexico,San Jose State,1,Directed
New Mexico,Utah State,1,Directed
New Mexico,UTSA,1,Directed
New Mexico,Washington State,1,Directed
New Mexico,Wisconsin,1,Directed
New Mexico State,Colorado,1,Directed
New Mexico State,Kansas,1,Directed
New Mexico State,Kansas State,1,Directed
New Mexico State,Middle Tennessee,1,Directed
New Mexico State,Nebraska,1,Directed
New Mexico State,Ole Miss,1,Directed
New Mexico State,Oregon State,1,Directed
New Mexico State,San Diego State,1,Directed
New Mexico State,South Alabama,1,Directed
New Mexico State,Texas A&M,1,Directed
New Mexico State,UCLA,1,Directed
Nicholls State,Arkansas,1,Directed
Nicholls State,Colorado,1,Directed
Nicholls State,Indiana,1,Directed
Nicholls State,Memphis,1,Directed
Nicholls State,Nebraska,1,Directed
Nicholls State,Nevada,1,Directed
Nicholls State,Oregon State,1,Directed
Nicholls State,San Diego State,1,Directed
Nicholls State,Texas A&M,1,Directed
Norfolk State,Buffalo,1,Directed
Norfolk State,Marshall,1,Directed
Norfolk State,West Virginia,1,Directed
North Carolina,California,1,Directed
North Carolina,Oklahoma,1,Directed
North Carolina,Syracuse,1,Directed
North Carolina,Wisconsin,1,Directed
North Carolina A&T,Louisiana,1,Directed
North Carolina Central,FIU,1,Directed
North Carolina Central,Rutgers,1,Directed
North Carolina State,Boston College,1,Directed
North Dakota,Northern Illinois,1,Directed
North Dakota,San Diego State,1,Directed
North Dakota,Washington,1,Directed
North Dakota State,Iowa State,1,Directed
North Texas,Arizona,1,Directed
North Texas,Baylor,1,Directed
North Texas,Boise State,1,Directed
North Texas,Colorado,1,Directed
North Texas,Indiana,1,Directed
North Texas,Louisiana Tech,1,Directed
North Texas,Marshall,1,Directed
North Texas,SMU,1,Directed
North Texas,Southern Miss,1,Directed
North Texas,Western Kentucky,1,Directed
Northeastern,Ball State,1,Directed
Northeastern,Boston College,1,Directed
Northeastern,Northwestern,1,Directed
Northeastern,Syracuse,1,Directed
Northern Arizona,Ole Miss,1,Directed
Northern Arizona,Oregon State,1,Directed
Northern Colorado,Colorado,1,Directed
Northern Colorado,Hawaii,1,Directed
Northern Colorado,Kansas,1,Directed
Northern Colorado,Michigan State,1,Directed
Northern Illinois, (FCS) Western Illinois,1,Directed
Northern Illinois,Arkansas,1,Directed
Northern Illinois,at Marshall,1,Directed
Northern Illinois,Eastern Michigan,1,Directed
Northern Illinois,Florida State,1,Directed
Northern Illinois,Idaho,1,Directed
Northern Illinois,Kansas,1,Directed
Northern Illinois,Miami (OH),1,Directed
Northern Illinois,Navy,1,Directed
Northern Illinois,Southern Illinois,1,Directed
Northern Illinois,Utah,1,Directed
Northern Illinois,Western Illinois,1,Directed
Northern Illinois,Western Michigan,1,Directed
Northern Iowa,Boise State,1,Directed
Northern Iowa,BYU,1,Directed
Northwestern, Minnesota,1,Directed
Northwestern, Purdue,1,Directed
Northwestern,Air Force,1,Directed
Northwestern,Arizona State,1,Directed
Northwestern,Bowling Green,1,Directed
Northwestern,Duke,1,Directed
Northwestern,Hawaii,1,Directed
Northwestern,Miami (Ohio),1,Directed
Northwestern,Michigan,1,Directed
Northwestern,Minnesota,1,Directed
Northwestern,Nebraska,1,Directed
Northwestern,Nevada,1,Directed
Northwestern,New Hampshire,1,Directed
Northwestern,Syracuse,1,Directed
Northwestern,TCU,1,Directed
Northwestern State,Louisiana,1,Directed
Northwestern State,Louisiana Tech,1,Directed
Northwestern State,Nevada,1,Directed
Northwestern State,Ole Miss,1,Directed
Northwestern State,SMU,1,Directed
Northwestern State,Texas A&M,1,Directed
Northwestern State,UCF,1,Directed
Notre Dame, Boston College,1,Directed
Notre Dame, Florida State,1,Directed
Notre Dame, Georgia,1,Directed
Notre Dame, Louisville,1,Directed
Notre Dame, Michigan,1,Directed
Notre Dame, Nebraska,1,Directed
Notre Dame, Oklahoma,1,Directed
Notre Dame, Purdue,1,Directed
Notre Dame, Stanford,1,Directed
Notre Dame, Tennessee,1,Directed
Notre Dame,Air Force,1,Directed
Notre Dame,BYU,1,Directed
Notre Dame,Connecticut,1,Directed
Notre Dame,Duke,1,Directed
Notre Dame,Georgia Tech,1,Directed
Notre Dame,Michigan,1,Directed
Notre Dame,NC State,1,Directed
Notre Dame,Northwestern,1,Directed
Notre Dame,Penn State,1,Directed
Notre Dame,South Florida,1,Directed
Notre Dame,Stanford,1,Directed
Notre Dame,Texas A&M,1,Directed
Notre Dame,Tulsa,1,Directed
Notre Dame,Virginia Tech,1,Directed
Ohio, Miami (OH),1,Directed
Ohio, Toledo,1,Directed
Ohio,Akron,1,Directed
Ohio,Minnesota,1,Directed
Ohio,Missouri,1,Directed
Ohio,NC State,1,Directed
Ohio,Northeastern,1,Directed
Ohio,UCF,1,Directed
Ohio,UConn,1,Directed
Ohio,West Virginia,1,Directed
Ohio,Western Michigan,1,Directed
Ohio,Wyoming,1,Directed
Ohio State,Nebraska,1,Directed
Ohio State,Penn State,1,Directed
Oklahoma, Baylor,1,Directed
Oklahoma, Notre Dame,1,Directed
Oklahoma, Ohio State,1,Directed
Oklahoma,Iowa State,1,Directed
Oklahoma,TCU,1,Directed
Oklahoma,Texas Tech,1,Directed
Oklahoma State,Colorado,1,Directed
Oklahoma State,Missouri,1,Directed
Oklahoma State,Southern Miss,1,Directed
Oklahoma State,Troy,1,Directed
Old Dominion,FIU,1,Directed
Old Dominion,Middle Tennessee,1,Directed
Old Dominion,Southern Miss,1,Directed
Old Dominion,UTEP,1,Directed
Ole Miss, (FCS) Jacksonville State,1,Directed
Ole Miss, Arkansas,1,Directed
Ole Miss, Florida,1,Directed
Ole Miss, Georgia,1,Directed
Ole Miss, Mississippi State,1,Directed
Ole Miss, Missouri,1,Directed
Ole Miss, Tennessee,1,Directed
Ole Miss, Texas,1,Directed
Ole Miss, Texas A&M,1,Directed
Ole Miss,BYU,1,Directed
Ole Miss,Georgia,1,Directed
Ole Miss,Louisiana Tech,1,Directed
Ole Miss,Mississippi State,1,Directed
Ole Miss,South Carolina,1,Directed
Ole Miss,Texas Tech,1,Directed
Ole Miss,Wake Forest,1,Directed
Ole Miss,Wyoming,1,Directed
Oregon,Oklahoma,1,Directed
Oregon,UCLA,1,Directed
Oregon,USC,1,Directed
Oregon,Washington,1,Directed
Oregon,Wisconsin,1,Directed
Oregon State, (FCS) Eastern Washington,1,Directed
Oregon State, California,1,Directed
Oregon State, Cincinnati,1,Directed
Oregon State, USC,1,Directed
Oregon State, Washington,1,Directed
Oregon State,BYU,1,Directed
Oregon State,Minnesota,1,Directed
Oregon State,Nevada,1,Directed
Oregon State,Oregon,1,Directed
Oregon State,Sacramento State,1,Directed
Oregon State,Stanford,1,Directed
Oregon State,Wisconsin,1,Directed
Oregon State[],Penn State,1,Directed
Penn State, Alabama,1,Directed
Penn State, Iowa,1,Directed
Penn State, Miami,1,Directed
Penn State, Minnesota,1,Directed
Penn State, Nebraska,1,Directed
Penn State, Purdue,1,Directed
Penn State,Indiana,1,Directed
Penn State,Maryland,1,Directed
Penn State,Ohio,1,Directed
Penn State,Toledo,1,Directed
Penn State,UCF,1,Directed
Pikeville,South Alabama,1,Directed
Pittsburgh,Boston College,1,Directed
Pittsburgh,Michigan State,1,Directed
Pittsburgh,NC State,1,Directed
Pittsburgh,Nebraska,1,Directed
Pittsburgh,Ohio,1,Directed
Pittsburgh,Penn State,1,Directed
Pittsburgh,UCF,1,Directed
Pittsburgh,West Virginia,1,Directed
Portland State,Boise State,1,Directed
Portland State,BYU,1,Directed
Portland State,Nevada,1,Directed
Portland State,San Diego State,1,Directed
Portland State,Washington,1,Directed
Prairie View A&M,Southern Miss,1,Directed
Prairie View A&M,Texas A&M,1,Directed
Presbyterian,Georgia Tech,1,Directed
Presbyterian,Miami (OH),1,Directed
Presbyterian,NC State,1,Directed
Presbyterian,Northern Illinois,1,Directed
Presbyterian,Ole Miss,1,Directed
Presbyterian,South Alabama,1,Directed
Purdue,Hawaii,1,Directed
Purdue,Marshall,1,Directed
Purdue,Northwestern,1,Directed
Purdue,Rutgers,1,Directed
Purdue†,Michigan State,1,Directed
Rhode Island,Boston College,1,Directed
Rhode Island,Buffalo,1,Directed
Rhode Island,Kansas,1,Directed
Rhode Island,Marshall,1,Directed
Rice,Boise State,1,Directed
Rice,FIU,1,Directed
Rice,Florida State,1,Directed
Rice,Memphis,1,Directed
Rice,Michigan State,1,Directed
Rice,Nebraska,1,Directed
Rice,Northwestern,1,Directed
Rice,Notre Dame,1,Directed
Rice,Oklahoma,1,Directed
Rice,UCF,1,Directed
Rice,Western Kentucky,1,Directed
Richmond,NC State,1,Directed
Richmond,UMass,1,Directed
Rutgers, Cincinnati,1,Directed
Rutgers, Miami,1,Directed
Rutgers, Miami (FL),1,Directed
Rutgers, Michigan,1,Directed
Rutgers, Notre Dame,1,Directed
Rutgers, Penn State,1,Directed
Rutgers, Washington,1,Directed
Rutgers,Buffalo,1,Directed
Rutgers,California,1,Directed
Rutgers,Eastern Michigan,1,Directed
Rutgers,Houston,1,Directed
Rutgers,Iowa,1,Directed
Rutgers,Kansas,1,Directed
Rutgers,Kent State,1,Directed
Rutgers,New Hampshire,1,Directed
Rutgers,Notre Dame,1,Directed
Rutgers,NR/ Fresno State,1,Directed
Rutgers,South Florida,1,Directed
Rutgers,Tulane,1,Directed
Rutgers,UCF,1,Directed
Rutgers,Villanova,1,Directed
Rutgers,Washington,1,Directed
Rutgers,Washington State,1,Directed
Sacramento State,Boise State,1,Directed
Sacramento State,Nevada,1,Directed
Sacramento State,New Mexico,1,Directed
Sacramento State,Oregon State,1,Directed
Sacramento State,San Diego State,1,Directed
Sacramento State,UTEP,1,Directed
Sacramento State,Washington,1,Directed
Saint Peter's,FIU,1,Directed
Sam Houston State,Kansas,1,Directed
Sam Houston State,Northern Illinois,1,Directed
Sam Houston State,UTEP,1,Directed
Samford,Arkansas,1,Directed
Samford,Florida State,1,Directed
Samford,Ole Miss,1,Directed
Samford,San Diego State,1,Directed
Samford,UCF,1,Directed
San Diego,San Diego State,1,Directed
San Diego State, (FCS) Eastern Illinois,1,Directed
San Diego State, Boise State,1,Directed
San Diego State, Cincinnati,1,Directed
San Diego State, Colorado State,1,Directed
San Diego State, Fresno State,1,Directed
San Diego State, Illinois,1,Directed
San Diego State, TCU,1,Directed
San Diego State,California,1,Directed
San Diego State,Colorado,1,Directed
San Diego State,Fresno State,1,Directed
San Diego State,Missouri,1,Directed
San Diego State,Notre Dame,1,Directed
San Diego State,Penn State,1,Directed
San Diego State,San Jose State,1,Directed
San Diego State,South Alabama,1,Directed
San Diego State,UTEP,1,Directed
San Diego State,Washington,1,Directed
San Diego State,Wisconsin,1,Directed
San Jose State,Alabama,1,Directed
San Jose State,Colorado,1,Directed
San Jose State,Illinois,1,Directed
San Jose State,Iowa State,1,Directed
San Jose State,Kansas State,1,Directed
San Jose State,New Mexico,1,Directed
San Jose State,Oregon State,1,Directed
San Jose State,UCLA,1,Directed
San Jose State,Wisconsin,1,Directed
Savannah State,BYU,1,Directed
Savannah State,Florida State,1,Directed
Savannah State,Middle Tennessee,1,Directed
Savannah State,Southern Miss,1,Directed
Savannah State,Troy,1,Directed
SE Louisiana,Southern Miss,1,Directed
SE Missouri State,Arkansas,1,Directed
SE Missouri State,Ball State,1,Directed
SE Missouri State,Kent State,1,Directed
SE Missouri State,Marshall,1,Directed
SE Missouri State,Ohio,1,Directed
SE Missouri State,Ole Miss,1,Directed
SMU, (FCS) James Madison,1,Directed
SMU, Baylor,1,Directed
SMU, TCU,1,Directed
SMU, Temple,1,Directed
SMU, Texas A&M,1,Directed
SMU,Arkansas State,1,Directed
SMU,Boise State,1,Directed
SMU,East Carolina,1,Directed
SMU,Louisiana Tech,1,Directed
SMU,NC State,1,Directed
SMU,Rutgers,1,Directed
South Alabama, Oklahoma State,1,Directed
South Alabama,Appalachian State,1,Directed
South Alabama,Cal Poly,1,Directed
South Alabama,FIU,1,Directed
South Alabama,Hawaii,1,Directed
South Alabama,Idaho,1,Directed
South Alabama,Kent State,1,Directed
South Alabama,Louisiana–Lafayette,1,Directed
South Alabama,Louisiana–Monroe,1,Directed
South Alabama,Memphis,1,Directed
South Alabama,Middle Tennessee,1,Directed
South Alabama,Mississippi State,1,Directed
South Alabama,Navy,1,Directed
South Alabama,Nebraska,1,Directed
South Alabama,Southern Utah,1,Directed
South Alabama,UTSA,1,Directed
South Carolina,Missouri,1,Directed
South Carolina,Ole Miss,1,Directed
South Carolina State,Arizona,1,Directed
South Carolina State,Georgia Tech,1,Directed
South Carolina State,Texas A&M,1,Directed
South Dakota,Kansas,1,Directed
South Dakota,New Mexico,1,Directed
South Dakota,UCF,1,Directed
South Dakota State,Illinois,1,Directed
South Dakota State,Iowa State,1,Directed
South Dakota State,Kansas,1,Directed
South Dakota State,Nebraska,1,Directed
South Florida,Arkansas,1,Directed
South Florida,Ball State,1,Directed
South Florida,Baylor,1,Directed
South Florida,Florida State,1,Directed
South Florida,Michigan State,1,Directed
South Florida,Northern Illinois,1,Directed
South Florida,Oklahoma,1,Directed
South Florida,Penn State,1,Directed
South Florida,UCF,1,Directed
South Florida,West Virginia,1,Directed
South Florida,Wisconsin,1,Directed
Southeast Missouri,Missouri,1,Directed
Southeast Missouri State,Memphis,1,Directed
Southeast Missouri State (FCS),Missouri,1,Directed
Southeastern Louisiana,Kansas,1,Directed
Southeastern Louisiana,Louisiana,1,Directed
Southeastern Louisiana,Louisiana Tech,1,Directed
Southeastern Louisiana,Missouri,1,Directed
Southeastern Louisiana,Ole Miss,1,Directed
Southeastern Louisiana,Southern Miss,1,Directed
Southern,New Mexico,1,Directed
Southern,Southern Miss,1,Directed
Southern Illinois,Baylor,1,Directed
Southern Illinois,Indiana,1,Directed
Southern Illinois,Kansas,1,Directed
Southern Illinois,Marshall,1,Directed
Southern Illinois,Memphis,1,Directed
Southern Illinois,Miami (OH),1,Directed
Southern Illinois,Northern Illinois,1,Directed
Southern Illinois,Northwestern,1,Directed
Southern Miss, California,1,Directed
Southern Miss, Louisville,1,Directed
Southern Miss, Marshall,1,Directed
Southern Miss, Nebraska,1,Directed
Southern Miss,Arkansas,1,Directed
Southern Miss,at Tulsa,1,Directed
Southern Miss,California,1,Directed
Southern Miss,Charlotte,1,Directed
Southern Miss,Cincinnati,1,Directed
Southern Miss,FIU,1,Directed
Southern Miss,Florida Atlantic,1,Directed
Southern Miss,Kansas,1,Directed
Southern Miss,Kentucky,1,Directed
Southern Miss,Louisiana–Monroe,1,Directed
Southern Miss,Mississippi State,1,Directed
Southern Miss,NC State,1,Directed
Southern Miss,Penn State,1,Directed
Southern Miss,SMU,1,Directed
Southern Miss,TCU,1,Directed
Southern Miss,Texas State,1,Directed
Southern Miss,Troy,1,Directed
Southern Utah,Arizona,1,Directed
Southern Utah,Arkansas State,1,Directed
Southern Utah,BYU,1,Directed
Southern Utah,California,1,Directed
Southern Utah,Oregon State,1,Directed
Southern Utah,San Diego State,1,Directed
Southwest Missouri State,Arkansas,1,Directed
Stanford,Arizona,1,Directed
Stanford,Boston College,1,Directed
Stephen F. Austin,Arizona,1,Directed
Stephen F. Austin,Kansas State,1,Directed
Stephen F. Austin,Texas A&M,1,Directed
Stony Brook,Buffalo,1,Directed
Stony Brook,UTEP,1,Directed
SW Texas State,Missouri,1,Directed
Syracuse, Duke,1,Directed
Syracuse, Iowa,1,Directed
Syracuse, LSU,1,Directed
Syracuse, Miami,1,Directed
Syracuse, Miami (FL),1,Directed
Syracuse, Penn State,1,Directed
Syracuse, Pittsburgh,1,Directed
Syracuse, Virginia,1,Directed
Syracuse, Virginia Tech,1,Directed
Syracuse,Akron,1,Directed
Syracuse,BYU,1,Directed
Syracuse,Georgia Tech,1,Directed
Syracuse,Illinois,1,Directed
Syracuse,Maryland,1,Directed
Syracuse,Miami (OH),1,Directed
Syracuse,Middle Tennessee,1,Directed
Syracuse,Minnesota,1,Directed
Syracuse,North Carolina,1,Directed
Syracuse,Notre Dame,1,Directed
Syracuse,Penn State,1,Directed
Syracuse,USC,1,Directed
Syracuse,Wake Forest,1,Directed
TCU,BYU,1,Directed
TCU,Kansas,1,Directed
TCU,Kansas State,1,Directed
TCU,Nebraska,1,Directed
TCU,Oklahoma,1,Directed
Temple,Clemson,1,Directed
Temple,Kent State,1,Directed
Temple,Memphis,1,Directed
Temple,Miami (OH),1,Directed
Temple,SMU,1,Directed
Temple,Toledo,1,Directed
Temple,Virginia,1,Directed
Temple,West Virginia,1,Directed
Temple,Wisconsin,1,Directed
Temple[],Penn State,1,Directed
Tennessee,Arkansas,1,Directed
Tennessee,Notre Dame,1,Directed
Tennessee,Oklahoma,1,Directed
Tennessee-Martin,Southern Miss,1,Directed
Tennessee–Martin,Arkansas,1,Directed
Tennessee–Martin,Georgia State,1,Directed
Tennessee–Martin,Northern Illinois,1,Directed
Tennessee–Martin,Ohio,1,Directed
Tennessee–Martin,Ole Miss,1,Directed
Tennessee Tech,Arkansas,1,Directed
Tennessee Tech,Ball State,1,Directed
Tennessee Tech,Iowa State,1,Directed
Tennessee Tech,Kansas State,1,Directed
Tennessee Tech,Memphis,1,Directed
Tennessee Tech,Middle Tennessee,1,Directed
Tennessee Tech,Ohio,1,Directed
